iter	Passed	Remaining
339	355308	5914848
340	356574	5917467
341	357876	5920653
342	358765	5917022
343	359888	5917234
344	360827	5914440
345	362178	5918369
346	363516	5922063
347	364832	5925389
348	366139	5928524
349	367454	5931763
350	368765	5934914
351	369981	5936528
352	371273	5939317
353	372417	5939745
354	373687	5942163
355	374979	5944901
356	376255	5947367
357	377637	5951475
358	378887	5953496
359	380308	5958162
360	381535	5959772
361	382736	5960955
362	384045	5963806
363	385241	5964888
364	386561	5967872
365	387772	5969158
366	389076	5971850
367	390465	5975816
368	391724	5977786
369	392973	5979573
370	394347	5983233
371	395766	5987566
372	397087	5990382
373	398289	5991377
374	398655	5979836
375	399655	5977819
376	400934	5979986
377	402270	5982975
378	403281	5981120
379	404488	5982172
380	405798	5984723
381	407272	5989672
382	408525	5991357
383	409981	5995980
384	411517	6001738
385	412743	6002955
386	414440	6010995
387	415929	6015962
388	417209	6017902
389	418503	6020006
390	419821	6022452
391	421351	6027907
392	422658	6030136
393	423940	6032002
394	425242	6034137
395	426439	6034758
396	427655	6035651
397	428986	6038140
398	430444	6042405
399	431628	6042802
400	432803	6043061
401	434061	6044464
402	434825	6039001
403	436016	6039473
404	437245	6040464
405	437837	6032670
406	438866	6030916
407	440142	6032542
408	441491	6035153
409	442078	6027364
410	443471	6030571
411	444800	6032875
412	446019	6033682
413	447252	6034663
414	448046	6029729
415	448657	6022365
416	449163	6013623
417	450390	6014546
418	451669	6016150
419	452803	6015814
420	454102	6017662
421	455461	6020300
422	456739	6021831
423	458082	6024216
424	458904	6019752
425	460379	6023842
426	461667	6025464
427	462900	6026363
428	463535	6019482
429	464939	6022590
430	465436	6013960
431	466623	6014259
432	467779	6014154
433	469026	6015210
434	470295	6016544
435	471678	6019305
436	473161	6023341
437	474787	6029147
438	475460	6022859
439	476976	6027242
440	478589	6032833
441	479135	6024968
442	480754	6030587
443	482292	6035177
444	482925	6028429
445	484314	6031126
446	485390	6029923
447	486591	6030258
448	488012	6033308
449	489771	6040511
450	492395	6058324
451	494106	6064828
452	495733	6070273
453	498111	6084854
454	498896	6079957
455	499665	6074881
456	500972	6076345
457	502315	6078233
458	503824	6082116
459	504512	6076083
460	505823	6077559
461	507102	6078638
462	508558	6081834
463	509974	6084524
464	511483	6088305
465	512845	6090319
466	513952	6089296
467	514466	6081259
468	515545	6079917
469	516463	6076684
470	517836	6078808
471	518745	6075481
472	519169	6066489
473	519855	6060590
474	520924	6059176
475	522092	6058904
476	523107	6056855
477	523945	6052780
478	525087	6052206
479	526078	6049900
480	527042	6047287
481	527982	6044411
482	528573	6037559
483	529383	6033221
484	530600	6033529
485	531761	6033196
486	532800	6031476
487	533841	6029785
488	534953	6028892
489	536028	6027583
490	536953	6024600
491	537760	6020290
492	538476	6014986
493	539529	6013464
494	540629	6012459
495	541865	6012957
496	542840	6010562
497	544072	6011015
498	544916	6007184
499	545837	6004209
500	546838	6002127
501	547756	5999135
502	548647	5995857
503	549654	5993850
504	550082	5985549
505	551020	5982818
506	551756	5977906
507	552745	5975743
508	553552	5971628
509	554506	5969099
510	555701	5969167
511	556680	5966915
512	557647	5964543
513	558454	5960470
514	559225	5956021
515	560132	5953033
516	560896	5948543
517	561671	5944172
518	562651	5941991
519	563432	5937712
520	564128	5932548
521	564905	5928261
522	565883	5926087
523	567067	5926067
524	567730	5920621
525	568949	5920966
526	569828	5917787
527	570686	5914386
528	571423	5909752
529	572210	5905644
530	572895	5900495
531	574162	5901359
532	575244	5900300
533	576441	5900434
534	577509	5899237
535	578267	5894871
536	579325	5893589
537	580413	5892598
538	581466	5891254
539	582370	5888416
540	583252	5885348
541	584713	5888129
542	586787	5897053
543	587967	5896964
544	589536	5900774
545	590957	5903076
546	592126	5902861
547	593158	5901278
548	593939	5897197
549	595245	5898336
550	596247	5896468
551	597224	5894342
552	597941	5889670
553	598520	5883651
554	599785	5884383
555	600692	5881595
556	601806	5880847
557	602904	5879937
558	603507	5874208
559	604643	5873680
560	605705	5872429
561	606630	5869851
562	607620	5867904
563	608807	5867871
564	609554	5863592
565	610796	5864079
566	611830	5862568
567	612461	5857206
568	613141	5852322
569	614370	5852689
570	615667	5853689
571	616852	5853626
572	617900	5852263
573	620316	5863832
574	621937	5867844
575	622971	5866311
576	624010	5864835
577	624818	5861188
578	625586	5857179
579	626869	5857989
580	627836	5855848
581	628966	5855221
582	630086	5854512
583	631019	5852060
584	632025	5850287
585	633050	5848699
586	634111	5847440
587	635027	5844846
588	635990	5842693
589	636819	5839311
590	637905	5838291
591	638851	5835994
592	639554	5831489
593	640737	5831358
594	641792	5830065
595	642799	5828336
596	643444	5823332
597	644226	5819586
598	644932	5815162
599	645611	5810504
600	646376	5806629
601	646977	5801302
602	647931	5799145
603	648977	5797821
604	650016	5796428
605	650776	5792558
606	651852	5791498
607	652961	5790733
608	654032	5789633
609	655537	5792374
610	656763	5792628
611	657800	5791221
612	659049	5791679
613	660388	5792917
614	661193	5789474
615	662214	5787930
616	663215	5786204
617	664271	5784963
618	664900	5780019
619	665935	5778601
620	666864	5776270
621	667884	5774727
622	668907	5773218
623	669865	5771150
624	670885	5769614
625	671877	5767840
626	672813	5765590
627	673850	5764207
628	674779	5761912
629	675541	5758184
630	676611	5757096
631	677520	5754634
632	678819	5755492
633	679972	5755099
634	681190	5755256
635	682423	5755531
636	683372	5753416
637	684201	5750298
638	685343	5749806
639	686325	5747979
640	687377	5746731
641	688035	5742203
642	689073	5740846
643	690011	5738669
644	691067	5737463
645	692072	5735845
646	692863	5732452
647	693862	5730794
648	694890	5729367
649	696024	5728813
650	697058	5727442
651	698120	5726298
652	698900	5722848
653	699850	5720800
654	700812	5718846
655	701590	5715399
656	702244	5710947
657	703237	5709263
658	704406	5709006
659	705038	5704405
660	705715	5700177
661	706604	5697661
662	707525	5695419
663	708289	5691915
664	708906	5687244
665	709823	5684986
666	710826	5683418
667	711538	5679525
668	712494	5677588
669	713507	5676110
670	714229	5672322
671	714964	5668646
672	716017	5667499
673	716618	5662775
674	717555	5660713
675	718116	5655695
676	718648	5650467
677	719557	5648211
678	720426	5645636
679	721066	5641288
680	721745	5637244
681	722664	5635091
682	723465	5632013
683	724445	5630342
684	725252	5627327
685	726176	5625219
686	727092	5623057
687	727767	5619039
688	728366	5614449
689	728982	5609992
690	729584	5605450
691	730371	5602330
692	731064	5598497
693	731857	5595440
694	732754	5593187
695	733738	5591594
696	734779	5590435
697	735770	5588906
698	736669	5586676
699	737613	5584787
700	738439	5582011
701	739413	5580359
702	740160	5577001
703	741040	5574642
704	741793	5571341
705	742441	5567262
706	743502	5566278
707	744346	5563672
708	745048	5560012
709	746021	5558388
710	746922	5556221
711	747822	5554053
712	748873	5553008
713	749929	5551997
714	750750	5549256
715	751685	5547355
716	752694	5546004
717	753686	5544530
718	754667	5542973
719	755064	5537141
720	756094	5535954
721	756903	5533156
722	757861	5531445
723	758576	5527966
724	759621	5526899
725	760514	5524731
726	761594	5523919
727	762590	5522493
728	763376	5519555
729	764060	5515891
730	764749	5512263
731	765615	5509918
732	766682	5509026
733	767678	5507622
734	768613	5505779
735	769291	5502105
736	770369	5501296
737	771416	5500259
738	772183	5497232
739	772847	5493482
740	773683	5490963
741	774550	5488664
742	775302	5485549
743	775969	5481846
744	776975	5480545
745	777707	5477314
746	778456	5474207
747	779456	5472868
748	780545	5472157
749	781296	5469072
750	782191	5467010
751	782840	5463227
752	783494	5459489
753	784446	5457835
754	785432	5456415
755	786325	5454354
756	787378	5453403
757	788198	5450837
758	789567	5452075
759	790358	5449312
760	791458	5448687
761	792480	5447521
762	793588	5446951
763	794638	5445980
764	795710	5445155
765	796393	5441678
766	797124	5438529
767	797864	5435451
768	798781	5433587
769	799868	5432874
770	800869	5431576
771	801863	5430234
772	802753	5428190
773	803680	5426402
774	804670	5425036
775	805560	5422997
776	806606	5422014
777	807526	5420187
778	808483	5418601
779	808976	5413921
780	809785	5411360
781	810851	5410514
782	811645	5407860
783	812859	5408002
784	814200	5408988
785	815288	5408289
786	816331	5407290
787	817059	5404208
788	818025	5402698
789	818650	5398949
790	819688	5397922
791	820633	5396286
792	821605	5394828
793	822569	5393320
794	823363	5390700
795	824394	5389635
796	825386	5388315
797	826396	5387112
798	827352	5385557
799	828332	5384161
800	829039	5380995
801	829920	5378963
802	830977	5378072
803	831954	5376663
804	832917	5375162
805	833716	5372609
806	834862	5372291
807	835858	5371010
808	836837	5369622
809	837696	5367463
810	838686	5366147
811	839812	5365697
812	841162	5366675
813	842102	5365039
814	843552	5366651
815	844849	5367281
816	846028	5367157
817	847110	5366415
818	848491	5367563
819	849559	5366728
820	850615	5365816
821	851796	5365699
822	852930	5365275
823	854534	5367804
824	855653	5367283
825	856896	5367536
826	860638	5383415
827	864106	5397535
828	865039	5395800
829	866952	5400171
830	867472	5395865
831	868515	5394815
832	869253	5391878
833	870139	5389857
834	871108	5388356
835	872177	5387469
836	872892	5384399
837	873975	5383604
838	875626	5386304
839	879504	5402668
840	881019	5404492
841	882594	5406678
842	884124	5408576
843	884940	5406103
844	886014	5405209
845	887006	5403817
846	888137	5403275
847	889217	5402416
848	890172	5400799
849	891229	5399800
850	892431	5399679
851	893863	5400951
852	895006	5400466
853	895952	5398795
854	897036	5397956
855	898032	5396585
856	899049	5395347
857	899774	5392354
858	900870	5391591
859	901699	5389230
860	902716	5387988
861	903672	5386389
862	904616	5384720
863	905703	5383903
864	906423	5380907
865	907403	5379454
866	908300	5377518
867	909428	5376942
868	910165	5374063
869	911204	5372964
870	912145	5371293
871	913039	5369339
872	913764	5366402
873	914830	5365471
874	915872	5364393
875	916856	5362982
876	917778	5361206
877	918911	5360663
878	920263	5361397
879	921260	5360058
880	922398	5359543
881	923144	5356751
882	923832	5353625
883	924649	5351250
884	925550	5349370
885	926205	5346065
886	927255	5345048
887	928280	5343887
888	929080	5341431
889	930044	5339917
890	930772	5337058
891	931443	5333869
892	932525	5333043
893	933380	5330917
894	934302	5329176
895	935405	5328469
896	936332	5326760
897	937348	5325559
898	938206	5323459
899	939306	5322737
900	940326	5321559
901	941389	5320626
902	942505	5319992
903	943203	5316999
904	944087	5315057
905	945152	5314134
906	946184	5313029
907	947292	5312351
908	947922	5308994
909	949043	5308387
910	950184	5307891
911	951245	5306950
912	952311	5306031
913	953443	5305484
914	954333	5303588
915	955583	5303698
916	956879	5304053
917	957927	5303035
918	958936	5301804
919	960133	5301604
920	961155	5300445
921	961926	5297896
922	962957	5296787
923	964015	5295824
924	965040	5294682
925	966168	5294100
926	967157	5292763
927	968266	5292079
928	970002	5294815
929	971381	5295595
930	972604	5295522
931	974368	5298387
932	975604	5298381
933	976571	5296907
934	977401	5294696
935	978388	5293333
936	979438	5292314
937	980604	5291920
938	981756	5291446
939	982807	5290430
940	983613	5288100
941	984683	5287183
942	985813	5286597
943	987164	5287185
944	988121	5285665
945	988856	5282959
946	989581	5280208
947	990507	5278529
948	991480	5277100
949	992316	5274943
950	993081	5272416
951	993875	5270047
952	994869	5268737
953	995845	5267335
954	996775	5265688
955	998131	5266289
956	998795	5263244
957	999463	5260224
958	1000216	5257656
959	1001219	5256404
960	1002006	5254018
961	1003121	5253355
962	1004013	5251523
963	1004966	5250012
964	1005632	5247006
965	1006540	5245262
966	1007222	5242348
967	1008272	5241352
968	1009271	5240089
969	1010045	5237659
970	1010771	5234983
971	1011422	5231928
972	1012400	5230560
973	1013374	5229181
974	1014279	5227437
975	1015342	5226518
976	1016045	5223740
977	1016734	5220897
978	1017636	5219154
979	1018460	5217014
980	1019439	5215664
981	1020362	5214031
982	1021172	5211825
983	1022087	5210154
984	1022999	5208471
985	1023704	5205736
986	1024610	5204026
987	1025633	5202910
988	1026692	5201976
989	1027570	5200130
990	1028550	5198798
991	1029170	5195649
992	1030149	5194316
993	1031338	5194044
994	1032339	5192822
995	1033192	5190858
996	1034106	5189203
997	1034996	5187426
998	1036074	5186595
999	1037182	5185911
1000	1037901	5183284
1001	1038751	5181315
1002	1039717	5179930
1003	1040731	5178781
1004	1041781	5177809
1005	1042933	5177343
1006	1044020	5176560
1007	1045115	5175811
1008	1046272	5175369
1009	1047536	5175454
1010	1049099	5177011
1011	1051060	5180524
1012	1052964	5183747
1013	1054648	5185876
1014	1056299	5187836
1015	1057873	5189409
1016	1059726	5192347
1017	1060940	5192145
1018	1062878	5195483
1019	1066615	5207594
1020	1069094	5213536
1021	1073173	5227260
1022	1076214	5235892
1023	1078364	5240178
1024	1080876	5246203
1025	1082833	5249528
1026	1084558	5251714
1027	1086648	5255658
1028	1088659	5259211
1029	1090061	5259809
1030	1091640	5261261
1031	1093148	5262365
1032	1094339	5261942
1033	1096240	5264923
1034	1098109	5267741
1035	1100049	5270893
1036	1101362	5271033
1037	1103579	5275492
1038	1105231	5277241
1039	1107079	5279918
1040	1108968	5282782
1041	1111527	5288820
1042	1113240	5290829
1043	1114974	5292926
1044	1118493	5303477
1045	1120927	5308867
1046	1123564	5315198
1047	1126642	5323602
1048	1128815	5327709
1049	1130613	5330034
1050	1132705	5333738
1051	1136089	5343508
1052	1137833	5345550
1053	1139439	5346933
1054	1141198	5349031
1055	1142826	5350507
1056	1144273	5351127
1057	1145414	5350322
1058	1147159	5352329
1059	1148910	5354358
1060	1150061	5353587
1061	1151646	5354831
1062	1153503	5357336
1063	1155023	5358267
1064	1156638	5359637
1065	1158231	5360895
1066	1159564	5360948
1067	1161132	5362082
1068	1162396	5361811
1069	1163594	5361234
1070	1165079	5361974
1071	1166732	5363487
1072	1168420	5365152
1073	1169752	5365175
1074	1171421	5366743
1075	1172968	5367749
1076	1174604	5369155
1077	1176346	5371037
1078	1178082	5372887
1079	1179565	5373574
1080	1181185	5374885
1081	1182137	5373154
1082	1183156	5371726
1083	1184584	5372154
1084	1185900	5372076
1085	1187261	5372195
1086	1188898	5373559
1087	1190511	5374810
1088	1192193	5376367
1089	1193984	5378408
1090	1195134	5377559
1091	1196857	5379282
1092	1198382	5380110
1093	1200208	5382286
1094	1201835	5383562
1095	1203260	5383930
1096	1204475	5383357
1097	1206170	5384925
1098	1207759	5386015
1099	1209453	5387563
1100	1211067	5388755
1101	1212512	5389190
1102	1213987	5389751
1103	1215632	5391064
1104	1217364	5392758
1105	1218475	5391696
1106	1219495	5390235
1107	1220434	5388417
1108	1221302	5386287
1109	1222902	5387379
1110	1223888	5385771
1111	1224891	5384237
1112	1225862	5382560
1113	1226818	5380822
1114	1227761	5379026
1115	1228606	5376805
1116	1229275	5373817
1117	1230274	5372272
1118	1231231	5370547
1119	1232277	5369207
1120	1233332	5367913
1121	1234209	5365842
1122	1235109	5363872
1123	1236000	5361867
1124	1237202	5361211
1125	1238178	5359573
1126	1239047	5357480
1127	1239897	5355300
1128	1240847	5353557
1129	1241757	5351646
1130	1242402	5348593
1131	1243380	5346974
1132	1244408	5345575
1133	1245288	5343539
1134	1246212	5341694
1135	1247128	5339819
1136	1247972	5337632
1137	1248856	5335624
1138	1249763	5333715
1139	1250580	5331423
1140	1251255	5328528
1141	1252281	5327131
1142	1253108	5324889
1143	1254088	5323299
1144	1254809	5320611
1145	1255756	5318886
1146	1256416	5315943
1147	1257124	5313210
1148	1258048	5311393
1149	1258893	5309245
1150	1259835	5307509
1151	1260758	5305693
1152	1261388	5302644
1153	1262355	5301017
1154	1263340	5299468
1155	1264342	5297986
1156	1265149	5295696
1157	1265913	5293224
1158	1266914	5291744
1159	1268002	5290629
1160	1268900	5288724
1161	1269869	5287117
1162	1270683	5284864
1163	1271401	5282213
1164	1272289	5280273
1165	1273236	5278581
1166	1274197	5276948
1167	1275094	5275048
1168	1275913	5272828
1169	1276745	5270667
1170	1277700	5269015
1171	1278632	5267268
1172	1279537	5265412
1173	1280337	5263126
1174	1281243	5261278
1175	1281920	5258490
1176	1282869	5256824
1177	1283649	5254463
1178	1284539	5252555
1179	1285464	5250796
1180	1286362	5248923
1181	1287113	5246458
1182	1288049	5244745
1183	1289016	5243163
1184	1290009	5241685
1185	1290911	5239836
1186	1291832	5238069
1187	1292493	5235250
1188	1293289	5232980
1189	1294274	5231477
1190	1295247	5229927
1191	1296194	5228275
1192	1296891	5225612
1193	1297943	5224384
1194	1298862	5222623
1195	1299634	5220270
1196	1300514	5218356
1197	1301324	5216159
1198	1302262	5214478
1199	1303145	5212580
1200	1304112	5211019
1201	1305011	5209190
1202	1305938	5207471
1203	1306723	5205185
1204	1307783	5204000
1205	1308711	5202289
1206	1309611	5200469
1207	1310504	5198623
1208	1311306	5196418
1209	1312246	5194761
1210	1313242	5193325
1211	1313980	5190875
1212	1314902	5189151
1213	1315819	5187408
1214	1316438	5184493
