iter	MultiClass
177	0.0714449361
178	0.0713832266
179	0.07134032373
180	0.07131265348
181	0.07127617913
182	0.0712326718
183	0.07119028775
184	0.07117576105
185	0.0711385141
186	0.07109354306
187	0.07100331662
188	0.07095962541
189	0.07093904426
190	0.07090623482
191	0.07090530387
192	0.07080443346
193	0.07077348371
194	0.070736696
195	0.07067665432
196	0.07064015836
197	0.07062145102
198	0.07059539046
199	0.07049991907
200	0.07048625619
201	0.07045092453
202	0.0703840917
203	0.07035885766
204	0.07031054164
205	0.07024492716
206	0.07019213395
207	0.0701582832
208	0.07011510203
209	0.07011483524
210	0.07006977471
211	0.07001426081
212	0.06998565484
213	0.06996469768
214	0.06996291185
215	0.06991397628
216	0.06989664986
217	0.06986595512
218	0.06983032652
219	0.06979232479
220	0.06975615223
221	0.06972883346
222	0.0696837598
223	0.06961599602
224	0.06958529033
225	0.06955796019
226	0.06953743841
227	0.06951821422
228	0.06949582537
229	0.06948247978
230	0.06942577774
231	0.06940549612
232	0.06937615228
233	0.06929520211
234	0.06926828514
235	0.06924137789
236	0.06920886401
237	0.06918774067
238	0.06916302828
239	0.06913765253
240	0.06912947782
241	0.0691130832
242	0.06909802347
243	0.06908730509
244	0.06906717648
245	0.06904335146
246	0.06901835494
247	0.06895089517
248	0.06891324444
249	0.06887018491
250	0.06885121062
251	0.06880423138
252	0.06876431476
253	0.06870363157
254	0.06867018796
255	0.06864089938
256	0.0685979442
257	0.06855304897
258	0.06852392576
259	0.06849952917
260	0.06849952494
261	0.06844524201
262	0.06843300158
263	0.06840295553
264	0.06838303364
265	0.06836450389
266	0.06835262968
267	0.06832066469
268	0.06826695902
269	0.06823012028
270	0.06820207347
271	0.06816706663
272	0.06814310121
273	0.06809112111
274	0.06806107477
275	0.06801186314
276	0.06798862391
277	0.06794376577
278	0.06791531509
279	0.06787882227
280	0.06784869358
281	0.06781895925
282	0.0677969341
283	0.06777527931
284	0.06777128245
285	0.06771876407
286	0.06770537617
287	0.06767334155
288	0.06765353036
289	0.06762685749
290	0.06762685273
291	0.06760108839
292	0.06759330145
293	0.06758317402
294	0.06756997906
295	0.06754393118
296	0.06752104084
297	0.0675038231
298	0.06749442449
299	0.06745243044
300	0.06744461482
301	0.06740846829
302	0.0673870434
303	0.06737654145
304	0.06736566602
305	0.0673244181
306	0.06730350387
307	0.0672683118
308	0.06724772492
309	0.06720324906
310	0.06717901694
311	0.06713592102
312	0.06712564607
313	0.06711674359
314	0.0670908369
315	0.06705091119
316	0.06702343409
317	0.06700399092
318	0.0669744513
319	0.06695748588
320	0.06695747033
321	0.06693694397
322	0.06692159959
323	0.06690756805
324	0.06690756631
325	0.06688471404
326	0.06687195359
327	0.06687195247
328	0.06685564842
329	0.06683056505
330	0.06681761081
331	0.06679526893
332	0.06676373667
333	0.06675108451
334	0.06673428119
335	0.06673428015
336	0.06670634951
337	0.06668725396
338	0.06667504934
339	0.06665710077
340	0.06664264396
341	0.06661817463
342	0.06661817383
343	0.06659353124
344	0.06659333662
345	0.06657639688
346	0.066551304
347	0.06652685383
348	0.06651617332
349	0.06649002563
350	0.06647748907
351	0.06645263329
352	0.06642730107
353	0.06641048324
354	0.06639563556
355	0.06638416655
356	0.06636410618
357	0.06634900382
358	0.06632046655
359	0.06630925736
360	0.06628915949
361	0.06627126576
362	0.06626358261
363	0.06625383142
364	0.06622890823
365	0.06620638783
366	0.06619230712
367	0.06617178779
368	0.06615504717
369	0.06613799107
370	0.06612302251
371	0.0661036061
372	0.0660920874
373	0.06607598249
374	0.06607598107
375	0.066075973
376	0.06606186198
377	0.06605022686
378	0.06604880452
379	0.06603453593
380	0.06602278823
381	0.06600223899
382	0.06599147235
383	0.06596994421
384	0.06594819466
385	0.06593631675
386	0.06592986439
387	0.0659126823
388	0.0659059911
389	0.06587956969
390	0.06586419241
391	0.06585372654
392	0.06584138441
393	0.06582762464
394	0.06581762457
395	0.06580260672
396	0.06579599971
397	0.06578016056
398	0.06576341911
399	0.06574728191
400	0.06572798783
401	0.06571575228
402	0.06571575161
403	0.06571056054
404	0.06569078982
405	0.06569078931
406	0.06569064794
407	0.06568245276
408	0.06565836239
409	0.06565836179
410	0.06564370169
411	0.06562348575
412	0.06561059507
413	0.0655917712
414	0.06559177047
415	0.06559176981
416	0.06559176921
417	0.06556826846
418	0.06554717502
419	0.06552914644
420	0.06552174817
421	0.06550332343
422	0.06549076979
423	0.06548014932
424	0.06548014857
425	0.06546960327
426	0.06545954987
427	0.06545194995
428	0.06545194921
429	0.06543366827
430	0.06543366753
431	0.06542134897
432	0.0654139256
433	0.06539397862
434	0.0653891609
435	0.06537305303
436	0.06536420704
437	0.06534382204
438	0.06534382147
439	0.06531983641
440	0.06531182389
441	0.06531182328
442	0.0652973693
443	0.06528572983
444	0.06528572914
445	0.06527848045
446	0.06527831938
447	0.06526563464
448	0.06525152934
449	0.06524173206
450	0.06522912547
451	0.06522891153
452	0.06522213427
453	0.06520747261
454	0.06520747196
455	0.06520747137
456	0.06519187569
457	0.06517751921
458	0.06517060306
459	0.06517060252
460	0.0651620984
461	0.0651577075
462	0.06515156577
463	0.06513628646
464	0.06512349372
465	0.06510366994
466	0.06509034324
467	0.0650903427
468	0.06508201564
469	0.06506409566
470	0.06504451385
471	0.06504451329
472	0.06504451279
473	0.06504451233
474	0.06503507011
475	0.06502511781
476	0.06501298976
477	0.06501057005
478	0.06499656763
479	0.06498314443
480	0.06496903276
481	0.0649476659
482	0.06494766497
483	0.06494766113
484	0.06494407234
485	0.06493124847
486	0.06491719221
487	0.0649097529
488	0.06489143285
489	0.06487576301
490	0.06487239385
491	0.06487239327
492	0.06487239276
493	0.06485999418
494	0.06484813013
495	0.06483514677
496	0.06481795867
497	0.06479668029
498	0.0647966722
499	0.0647891631
500	0.06476976949
501	0.0647526152
502	0.06475261448
503	0.06473620659
504	0.06473620571
505	0.06473359245
506	0.06473337589
507	0.06471997254
508	0.06471959039
509	0.06471958134
510	0.06470684556
511	0.06469755116
512	0.06469655253
513	0.06469655199
514	0.06469654856
515	0.06469565864
516	0.06469565824
517	0.06469565787
518	0.0646845177
519	0.06468451444
520	0.06468451416
521	0.0646845139
522	0.06467402753
523	0.06466159611
524	0.06466159579
525	0.06464855509
526	0.06464855476
527	0.06464850481
528	0.06464850454
529	0.0646485043
530	0.06464850407
531	0.06463110435
532	0.06461377055
533	0.0645998902
534	0.06458930124
535	0.06458928159
536	0.06457934737
537	0.06457108299
538	0.06455143836
539	0.06455140559
540	0.06455139868
541	0.06453604127
542	0.06453604092
543	0.06452932942
544	0.06451070518
545	0.06449804327
546	0.06448372905
547	0.064477605
548	0.06447760464
549	0.06446569775
550	0.06446369655
551	0.06444914204
552	0.06444912258
553	0.06444912211
554	0.06443866343
555	0.06443866298
556	0.06443197983
557	0.06441720462
558	0.06441720119
559	0.06440804831
560	0.06439552055
561	0.06439551709
562	0.06438022779
563	0.06436067863
564	0.06436067822
565	0.06434073824
566	0.06432676234
567	0.06432675892
568	0.06432675848
569	0.06431418521
570	0.06431409388
571	0.06430182797
572	0.06428612733
573	0.06427086301
574	0.0642571809
575	0.06424850722
576	0.06424850688
577	0.06424846256
578	0.06424844571
579	0.06423482621
580	0.06421749555
581	0.06420379722
582	0.06418946079
583	0.06418922754
584	0.06418741885
585	0.06418221676
586	0.06416840256
587	0.06415442397
588	0.06413722447
589	0.0641372093
590	0.06412779318
591	0.06412758198
592	0.06412756217
593	0.06412226616
594	0.06410428738
595	0.06407942038
596	0.06407942012
597	0.06407941989
598	0.06407941968
599	0.06407941949
600	0.06407939658
601	0.06407939643
602	0.06407595549
603	0.06406747823
604	0.0640558866
605	0.06405580541
606	0.06404559223
607	0.0640381298
608	0.064027694
609	0.06401879644
610	0.0640120843
611	0.06399365538
612	0.06398523462
613	0.0639716004
614	0.06397159994
615	0.06395622169
616	0.06394490699
617	0.06393654236
618	0.06393654192
619	0.06392414582
620	0.06392399911
621	0.06392346663
622	0.06390800418
623	0.06390027511
624	0.06387808265
625	0.063862795
626	0.06386279441
627	0.06384948994
628	0.06384948942
629	0.06384948894
630	0.06384038156
631	0.06384034821
632	0.06383865437
633	0.06382748411
634	0.06381811516
635	0.06381309031
636	0.06381308995
637	0.06381306447
638	0.06380291431
639	0.06380291391
640	0.06379027167
641	0.06379027124
642	0.06377921487
643	0.06376810843
644	0.06375516775
645	0.06374810051
646	0.06374804904
647	0.06373871099
648	0.06372909432
649	0.06371389336
650	0.06370006554
651	0.06369080319
652	0.06369080235
653	0.06369063799
654	0.0636814806
655	0.06368147989
656	0.06368147925
657	0.06367363601
658	0.06367134599
659	0.06367134542
660	0.06367134491
661	0.06365931311
662	0.06365709986
663	0.06365709928
664	0.06365709876
665	0.06364893805
666	0.06363725771
667	0.06363725708
668	0.06362768337
669	0.06361459012
670	0.06361455217
671	0.06361454892
672	0.06360288197
673	0.0636028787
674	0.06359634147
675	0.06359634107
676	0.06359634072
677	0.06358383107
678	0.06358295057
679	0.06358295023
680	0.06358294992
681	0.06356919735
682	0.06356916421
683	0.06356646397
684	0.06356644299
685	0.06355624886
686	0.06355143803
687	0.06355143775
688	0.0635514375
689	0.06355143727
690	0.06355143707
691	0.06354742694
692	0.06354742675
693	0.06354510345
694	0.06352464087
695	0.06351773929
696	0.06350838527
697	0.06349778437
698	0.06348628244
699	0.06347845709
700	0.06347844496
701	0.06346914907
702	0.063468766
703	0.06346280339
704	0.06346278919
705	0.0634627889
706	0.0634524426
707	0.06345243893
708	0.06345243861
709	0.06344332851
710	0.06342474169
711	0.0634075134
712	0.06340087247
713	0.06338712042
714	0.06338707144
715	0.06337881091
716	0.06336381547
717	0.06334957181
718	0.06333902798
719	0.06333902736
720	0.06333125103
721	0.06333125048
722	0.06331990692
723	0.0633199036
724	0.0633093505
725	0.0633013192
726	0.06329010466
727	0.06327529857
728	0.06327529783
729	0.06327529716
730	0.06327529656
731	0.06325974585
732	0.06325080776
733	0.06324036598
734	0.06324030985
735	0.06324026426
736	0.06322511885
737	0.06322434869
738	0.06322428741
739	0.063224276
740	0.06322427551
741	0.06322427507
742	0.06322426224
743	0.06322426188
744	0.06321588773
745	0.06321588737
746	0.0632158375
747	0.06320649512
748	0.06319054623
749	0.06319054301
750	0.06318821949
751	0.06318820112
752	0.06318819802
753	0.06316841323
754	0.06315643346
755	0.06314098366
756	0.06313058955
757	0.06313058629
758	0.06311886618
759	0.06311886585
760	0.06310740228
761	0.06310733026
762	0.06309387445
763	0.06308163687
764	0.06307719211
765	0.06307718365
766	0.06307712722
767	0.06307712051
768	0.06306619872
769	0.06305962898
770	0.0630507886
771	0.0630342172
772	0.06303419859
773	0.06301731336
774	0.06300965127
775	0.0630094393
776	0.06300173222
777	0.06298812764
778	0.06298184978
779	0.06298184646
780	0.06298180922
781	0.06296861821
782	0.06296859447
783	0.06296505973
784	0.06296101281
785	0.06295968804
786	0.06295470492
787	0.06295470093
788	0.06294262596
789	0.06294262553
790	0.06292950361
791	0.06292087502
792	0.06291678421
793	0.06290365967
794	0.06290365635
795	0.06289593387
796	0.06288436919
797	0.06286676068
798	0.06286559117
799	0.06285362546
800	0.06285362143
801	0.06283969077
802	0.06283653365
803	0.06282767025
804	0.06281357757
805	0.06281357423
806	0.06280655764
807	0.06279185981
808	0.06279020558
809	0.06279020193
810	0.06277437036
811	0.06276053562
812	0.06275418658
813	0.06275418603
814	0.06274431855
815	0.06273179077
816	0.06273036416
817	0.06271905299
818	0.06271343721
819	0.06271121016
820	0.06270881398
821	0.06269410919
822	0.06268123618
823	0.06267150045
824	0.06266197232
825	0.06265361133
826	0.06264437584
827	0.06263311148
828	0.06263311004
829	0.06262076133
830	0.06262075753
831	0.06261231994
832	0.06261231884
833	0.06261231785
834	0.06259864479
835	0.06258052637
836	0.06258052278
837	0.06257406588
838	0.06257402767
839	0.0625604197
840	0.06256041615
841	0.06255334948
842	0.06253366729
843	0.06253363927
844	0.06252539001
845	0.06251645927
846	0.06250779897
847	0.06250063989
848	0.06249774183
849	0.06249144859
850	0.06246895246
851	0.06244971277
852	0.06243698778
853	0.06242659351
854	0.0624198537
855	0.06240707308
856	0.0623996404
857	0.06239963969
858	0.0623983906
859	0.06237981721
860	0.06236462262
861	0.06235486122
862	0.06234361093
863	0.06233130806
864	0.06233128093
865	0.06231750149
866	0.06231750055
867	0.06230369322
868	0.06230369225
869	0.06229133376
870	0.06228306314
871	0.0622718288
872	0.06227180028
873	0.06225959937
874	0.06225010688
875	0.06224658648
876	0.06223790739
877	0.06223168479
878	0.06223163687
879	0.06221649638
880	0.06220587828
881	0.06220582859
882	0.06220582416
883	0.06220560274
884	0.06219772055
885	0.06219771979
886	0.06219119477
887	0.0621828732
888	0.06218284
889	0.06217359741
890	0.06217359679
891	0.06217359624
892	0.06216669816
893	0.06215625068
894	0.06214333684
895	0.06214288107
896	0.06214251169
897	0.06213087236
898	0.06213086923
899	0.06213083591
900	0.06211544933
901	0.06210311057
902	0.06209578976
903	0.06209578592
904	0.06209576414
905	0.06209029328
906	0.0620813319
907	0.06207243059
908	0.06207243012
909	0.06206287837
910	0.0620561912
911	0.06204563531
912	0.06203825126
913	0.06203095142
914	0.0620309481
915	0.06201244457
916	0.06200475401
917	0.06199034779
918	0.06198056077
919	0.06196933259
920	0.06196869254
921	0.06196869171
922	0.06196509434
923	0.06196118844
924	0.06195506845
925	0.06194751641
926	0.06193906923
927	0.06192941902
928	0.06191911865
929	0.06191393544
930	0.06190482655
931	0.06189477906
932	0.06187953676
933	0.06187948031
934	0.06187947618
935	0.06187068682
936	0.06185748194
937	0.06183854383
938	0.06183039376
939	0.06182707908
940	0.06182705188
941	0.06181706903
942	0.06180813167
943	0.06179920783
944	0.06179787263
945	0.06179787189
946	0.06179783075
947	0.06178857006
948	0.06178268051
949	0.06178265708
950	0.06178265334
951	0.06178231866
952	0.06177146331
953	0.06176452808
954	0.06176108597
955	0.06175290245
956	0.06175289849
957	0.06175289461
958	0.06175289396
959	0.06174563759
960	0.06174440401
961	0.06173441285
962	0.06172560232
963	0.06171976628
964	0.06171975378
965	0.06170178247
966	0.06170154466
967	0.06169514963
968	0.0616882864
969	0.06168828568
970	0.06168828403
971	0.06168828035
972	0.06167739322
973	0.06166809035
974	0.06165932586
975	0.06164660098
976	0.06164649447
977	0.06164649145
978	0.06163290317
979	0.06163289905
980	0.061625776
981	0.06162577543
982	0.06161178357
983	0.0616102776
984	0.06159920173
985	0.06159919808
986	0.06158532118
987	0.06157716819
988	0.06156821264
989	0.06156798857
990	0.06156258274
991	0.06156258213
992	0.06155854974
993	0.06154841925
994	0.06153951772
995	0.06153951412
996	0.06153766591
997	0.06153597233
998	0.06152776521
999	0.06152327274
1000	0.06152327216
1001	0.06152325882
1002	0.06151320267
1003	0.06150155453
1004	0.06150128716
1005	0.06149015697
1006	0.06148687515
1007	0.06148440418
1008	0.06148024216
1009	0.06147089105
1010	0.06145761153
1011	0.0614457766
1012	0.06143565336
1013	0.06142871181
1014	0.06141853881
1015	0.0614185094
1016	0.06141671722
1017	0.06141671616
1018	0.06141671288
1019	0.06141103016
1020	0.06140367264
1021	0.0613968109
1022	0.06139252906
1023	0.06138595378
1024	0.06137703788
1025	0.06136616435
1026	0.0613659711
1027	0.06135829044
1028	0.06134551484
1029	0.06134551411
1030	0.06134549331
1031	0.06134548203
1032	0.06134548149
1033	0.0613327224
1034	0.06131820015
1035	0.06130990933
1036	0.06130990879
1037	0.06130834139
1038	0.06130832684
1039	0.06130646461
1040	0.06129851504
1041	0.06129144711
1042	0.0612847366
1043	0.06127506112
1044	0.06126679224
1045	0.06126264329
1046	0.06126262832
1047	0.0612511966
1048	0.06124135974
1049	0.06122987135
1050	0.06121754071
1051	0.06121539552
1052	0.06121265732
1053	0.0612041793
1054	0.06119648452
1055	0.06118910388
1056	0.06118455728
1057	0.06118455376
1058	0.06117570483
1059	0.06116421766
1060	0.06116421495
1061	0.06115778493
1062	0.06115178605
1063	0.06114264706
1064	0.06113250911
1065	0.06112656276
1066	0.06112655906
1067	0.06111487677
1068	0.06111487331
1069	0.06111487269
1070	0.06111487214
1071	0.06111105969
1072	0.06110153302
1073	0.06110142367
1074	0.06109293243
1075	0.06108768023
1076	0.06107965413
1077	0.06106960693
1078	0.06106096693
1079	0.06105916973
1080	0.06105548015
1081	0.06105547974
1082	0.06105547606
1083	0.0610550363
1084	0.06105500607
1085	0.06105403207
1086	0.06104162649
1087	0.06103198387
1088	0.06102226638
1089	0.06101139763
1090	0.06101136671
1091	0.06099420184
1092	0.06099419915
1093	0.06098677517
1094	0.06097587963
1095	0.06097582229
1096	0.0609758216
1097	0.06096886431
1098	0.06095044639
1099	0.060945583
1100	0.06093418221
1101	0.06091964671
1102	0.06091826493
1103	0.06090476611
1104	0.06089660218
1105	0.06088631817
1106	0.06086902207
1107	0.0608606831
1108	0.06086065218
1109	0.06085255803
1110	0.06084536403
1111	0.06083897263
1112	0.06083365743
1113	0.06082843349
1114	0.06081914059
1115	0.06081912617
1116	0.0608191234
1117	0.06081335074
1118	0.06080011713
1119	0.06079370392
1120	0.06078792281
1121	0.06078743978
1122	0.0607804761
1123	0.06077155348
1124	0.0607660332
1125	0.06076283777
1126	0.06075119673
1127	0.06075119397
1128	0.06074276311
1129	0.06073910904
1130	0.06073910628
1131	0.06072665727
1132	0.06072087451
1133	0.06070805418
1134	0.06069852664
1135	0.0606915977
1136	0.06068974232
1137	0.06068363612
1138	0.06067627326
1139	0.06067454104
1140	0.06067452515
1141	0.06066727731
1142	0.06066727396
1143	0.06065211647
1144	0.06065206831
1145	0.06064516731
1146	0.06064508346
1147	0.0606450829
1148	0.06064253762
1149	0.06063240635
1150	0.06062440446
1151	0.06061744543
1152	0.06061734039
1153	0.06060886306
1154	0.06059938491
1155	0.06059378388
1156	0.06059376963
1157	0.06059375993
1158	0.06059033409
1159	0.06058581406
1160	0.06057235388
1161	0.06056855041
1162	0.06056758655
1163	0.06056757354
1164	0.06056732423
1165	0.06056502728
1166	0.06056035857
1167	0.06055108606
1168	0.06053524578
1169	0.06053511351
1170	0.06053259089
1171	0.06052352459
1172	0.06050830246
1173	0.06050678647
1174	0.06049833553
1175	0.06049833501
1176	0.06049708441
1177	0.06049679645
1178	0.06048400486
1179	0.06047370433
1180	0.06046210244
1181	0.06046209944
1182	0.06045339931
1183	0.06044890473
1184	0.06044117641
1185	0.06043316538
1186	0.06042787125
1187	0.06042787048
1188	0.06042603756
1189	0.06041963386
1190	0.06041477029
1191	0.06040829485
1192	0.06040828024
1193	0.06040051969
1194	0.06039159855
1195	0.06039099216
1196	0.06038207904
1197	0.06036603692
1198	0.06035953639
1199	0.06034321204
1200	0.06033316453
1201	0.06032486449
1202	0.06031713686
1203	0.06031692371
1204	0.06030881065
1205	0.06029987826
1206	0.06029367395
1207	0.06028816904
1208	0.0602873388
1209	0.06027841574
1210	0.06026736401
1211	0.06026733353
1212	0.06025429734
1213	0.06024624024
1214	0.06024623958
